raw score	probability
3.000000	1.000000
2.500000	0.980357
2.000000	0.974947
1.500000	0.974453
1.000000	0.967889
0.500000	0.954745
0.000000	0.866607
-0.500000	0.774691
-1.000000	0.691213
-1.500000	0.702876
-2.000000	0.757069
-2.500000	0.684986
-3.000000	0.779993
-9.000000	0.500000
-20.000000	0.000000
