raw score	probability
3.000000	1.000000
2.500000	0.918367
2.000000	0.770270
1.500000	0.648996
1.000000	0.705517
0.500000	0.669168
0.000000	0.593758
-0.500000	0.449027
-1.000000	0.374620
-1.500000	0.218518
-2.000000	0.131170
-2.500000	0.101916
-3.000000	0.076910
-9.000000	0.146552
-20.000000	0.000000
