raw score	probability
3.000000	0.950000
2.500000	0.702128
2.000000	0.632353
1.500000	0.542446
1.000000	0.506625
0.500000	0.445646
0.000000	0.429828
-0.500000	0.277670
-1.000000	0.140707
-1.500000	0.091725
-2.000000	0.088468
-2.500000	0.065354
-3.000000	0.047723
-9.000000	0.023810
-20.000000	0.000000
