raw score	probability
3.000000	0.000000
2.500000	0.072165
2.000000	0.072165
1.500000	0.072165
1.000000	0.072165
0.500000	0.074800
0.000000	0.062947
-0.500000	0.047948
-1.000000	0.026846
-1.500000	0.021472
-2.000000	0.016866
-2.500000	0.014515
-3.000000	0.011580
-9.000000	0.004598
-20.000000	0.000000
