raw score	probability
3.000000	0.345833
2.500000	0.465591
2.000000	0.531183
1.500000	0.482258
1.000000	0.436275
0.500000	0.377574
0.000000	0.336148
-0.500000	0.227501
-1.000000	0.103426
-1.500000	0.055108
-2.000000	0.045097
-2.500000	0.033119
-3.000000	0.028207
-9.000000	0.007788
-20.000000	0.000000
