raw score	probability
3.000000	0.880000
2.500000	0.880000
2.000000	0.880000
1.500000	0.778710
1.000000	0.880875
0.500000	0.878632
0.000000	0.871690
-0.500000	0.865747
-1.000000	0.758373
-1.500000	0.629032
-2.000000	0.522208
-2.500000	0.525246
-3.000000	0.464286
-9.000000	0.461538
-20.000000	0.000000
