raw score	probability
3.000000	0.697966
2.500000	0.774270
2.000000	0.838735
1.500000	0.900202
1.000000	0.867568
0.500000	0.780019
0.000000	0.746293
-0.500000	0.691838
-1.000000	0.569044
-1.500000	0.460612
-2.000000	0.266401
-2.500000	0.156627
-3.000000	0.100243
-9.000000	0.113636
-20.000000	0.000000
