raw score	probability
3.000000	0.743902
2.500000	1.000000
2.000000	1.000000
1.500000	1.000000
1.000000	0.925373
0.500000	0.794118
0.000000	0.739794
-0.500000	0.547315
-1.000000	0.309166
-1.500000	0.255550
-2.000000	0.188287
-2.500000	0.153285
-3.000000	0.128012
-9.000000	0.054878
-20.000000	0.000000
