raw score	probability
3.000000	0.562500
2.500000	0.562500
2.000000	0.562500
1.500000	0.562500
1.000000	0.677811
0.500000	0.566716
0.000000	0.367119
-0.500000	0.204553
-1.000000	0.097857
-1.500000	0.088722
-2.000000	0.046512
-2.500000	0.032132
-3.000000	0.060928
-9.000000	0.052509
-20.000000	0.000000
