raw score	probability
3.000000	0.945295
2.500000	0.927699
2.000000	0.902886
1.500000	0.910174
1.000000	0.873725
0.500000	0.853518
0.000000	0.823763
-0.500000	0.732562
-1.000000	0.693987
-1.500000	0.688511
-2.000000	0.621380
-2.500000	0.441213
-3.000000	0.313279
-9.000000	0.364583
-20.000000	0.000000
