raw score	probability
3.000000	1.000000
2.500000	1.000000
2.000000	1.000000
1.500000	0.871429
1.000000	0.842105
0.500000	0.808336
0.000000	0.752247
-0.500000	0.694159
-1.000000	0.506589
-1.500000	0.388732
-2.000000	0.372491
-2.500000	0.327508
-3.000000	0.297087
-9.000000	0.163934
-20.000000	0.000000
