raw score	probability
3.000000	1.000000
2.500000	0.966102
2.000000	0.958661
1.500000	0.885795
1.000000	0.851681
0.500000	0.839072
0.000000	0.823598
-0.500000	0.747839
-1.000000	0.717949
-1.500000	0.706656
-2.000000	0.627040
-2.500000	0.435897
-3.000000	0.238095
-9.000000	0.000000
-20.000000	0.000000
