raw score	probability
3.000000	0.000000
2.500000	0.000000
2.000000	0.447811
1.500000	0.447811
1.000000	0.447811
0.500000	0.447811
0.000000	0.350445
-0.500000	0.248509
-1.000000	0.177049
-1.500000	0.130191
-2.000000	0.122312
-2.500000	0.083333
-3.000000	0.055556
-9.000000	0.000000
-20.000000	0.000000
