raw score	probability
3.000000	1.000000
2.500000	0.761905
2.000000	0.761905
1.500000	0.750000
1.000000	0.702586
0.500000	0.807465
0.000000	0.802748
-0.500000	0.670792
-1.000000	0.493063
-1.500000	0.404762
-2.000000	0.269058
-2.500000	0.214886
-3.000000	0.294869
-9.000000	0.146341
-20.000000	0.000000
