raw score	probability
3.000000	1.000000
2.500000	1.000000
2.000000	1.000000
1.500000	0.941176
1.000000	0.875000
0.500000	0.834061
0.000000	0.827869
-0.500000	0.756325
-1.000000	0.668539
-1.500000	0.601227
-2.000000	0.547189
-2.500000	0.580128
-3.000000	0.410256
-9.000000	0.363636
-20.000000	0.000000
