raw score	probability
3.000000	0.357547
2.500000	0.415094
2.000000	0.415094
1.500000	0.415094
1.000000	0.420437
0.500000	0.359516
0.000000	0.290290
-0.500000	0.160744
-1.000000	0.106168
-1.500000	0.074948
-2.000000	0.054956
-2.500000	0.046251
-3.000000	0.033407
-9.000000	0.028504
-20.000000	0.000000
