raw score	probability
3.000000	1.000000
2.500000	1.000000
2.000000	0.461538
1.500000	0.374486
1.000000	0.374486
0.500000	0.367915
0.000000	0.238495
-0.500000	0.107424
-1.000000	0.081756
-1.500000	0.074001
-2.000000	0.070093
-2.500000	0.039079
-3.000000	0.049737
-9.000000	0.039474
-20.000000	0.000000
