raw score	probability
3.000000	0.942308
2.500000	0.931680
2.000000	0.958775
1.500000	0.957663
1.000000	0.942004
0.500000	0.940815
0.000000	0.914495
-0.500000	0.765903
-1.000000	0.729323
-1.500000	0.675982
-2.000000	0.725468
-2.500000	0.658730
-3.000000	0.543651
-9.000000	0.239130
-20.000000	0.000000
