raw score	probability
3.000000	0.000000
2.500000	0.250000
2.000000	0.250000
1.500000	0.347518
1.000000	0.347518
0.500000	0.347518
0.000000	0.259338
-0.500000	0.170228
-1.000000	0.073191
-1.500000	0.061160
-2.000000	0.045235
-2.500000	0.041536
-3.000000	0.028852
-9.000000	0.019608
-20.000000	0.000000
