raw score	probability
3.000000	0.818182
2.500000	0.769385
2.000000	0.758752
1.500000	0.659348
1.000000	0.565449
0.500000	0.524633
0.000000	0.465632
-0.500000	0.366434
-1.000000	0.243511
-1.500000	0.199585
-2.000000	0.177513
-2.500000	0.187952
-3.000000	0.174268
-9.000000	0.135135
-20.000000	0.000000
