raw score	probability
3.000000	1.000000
2.500000	0.540541
2.000000	0.540541
1.500000	0.564103
1.000000	0.564103
0.500000	0.684470
0.000000	0.707559
-0.500000	0.517308
-1.000000	0.431373
-1.500000	0.253186
-2.000000	0.159649
-2.500000	0.016667
-3.000000	0.000000
-9.000000	0.000000
-20.000000	0.000000
