raw score	probability
3.000000	0.872986
2.500000	0.876289
2.000000	0.865979
1.500000	0.816323
1.000000	0.808664
0.500000	0.789916
0.000000	0.775650
-0.500000	0.652534
-1.000000	0.548130
-1.500000	0.499216
-2.000000	0.385487
-2.500000	0.337322
-3.000000	0.448423
-9.000000	0.291667
-20.000000	0.000000
