raw score	probability
3.000000	0.812030
2.500000	0.963087
2.000000	0.944631
1.500000	0.907588
1.000000	0.865900
0.500000	0.821357
0.000000	0.774893
-0.500000	0.746286
-1.000000	0.668643
-1.500000	0.641577
-2.000000	0.513238
-2.500000	0.431611
-3.000000	0.172185
-9.000000	0.153846
-20.000000	0.000000
