raw score	probability
3.000000	0.933333
2.500000	0.931818
2.000000	0.765957
1.500000	0.747126
1.000000	0.686607
0.500000	0.656542
0.000000	0.534928
-0.500000	0.443033
-1.000000	0.253388
-1.500000	0.177562
-2.000000	0.146047
-2.500000	0.099195
-3.000000	0.066521
-9.000000	0.054922
-20.000000	0.000000
