raw score	probability
3.000000	0.375000
2.500000	0.375000
2.000000	0.375000
1.500000	0.305642
1.000000	0.264586
0.500000	0.187252
0.000000	0.135374
-0.500000	0.069320
-1.000000	0.027835
-1.500000	0.012025
-2.000000	0.006934
-2.500000	0.006719
-3.000000	0.004627
-9.000000	0.001644
-20.000000	0.000000
