GO:0000001	114	19481698	5.23272
GO:0000002	1113	19481698	4.24313
GO:0000003	25412	19481698	2.88459
GO:0000006	11	20483283	6.27001
GO:0000007	7	20483283	6.4663
GO:0000009	523	20483283	4.5929
GO:0000010	874	20483283	4.36989
GO:0000011	279	19481698	4.84402
GO:0000012	358	19481698	4.73574
GO:0000014	133	20483283	5.18755
GO:0000015	11335	10883600	2.98235
GO:0000016	8	20483283	6.40831
GO:0000017	5	19481698	6.59066
GO:0000018	1074	19481698	4.25862
GO:0000019	104	19481698	5.27259
GO:0000022	143	19481698	5.13429
GO:0000023	189	19481698	5.01316
GO:0000024	5	19481698	6.59066
GO:0000025	18	19481698	6.03435
GO:0000026	121	20483283	5.22861
GO:0000027	100	19481698	5.28963
GO:0000028	593	19481698	4.51657
GO:0000030	6348	20483283	3.50876
GO:0000031	7	20483283	6.4663
GO:0000032	67	19481698	5.46355
GO:0000033	92	20483283	5.34761
GO:0000034	3247	20483283	3.79992
GO:0000035	13	20483283	6.19746
GO:0000036	8965	20483283	3.35885
GO:0000038	528	19481698	4.56699
GO:0000040	1	19481698	7.28963
GO:0000041	69469	19481698	2.44784
GO:0000042	1156	19481698	4.22667
GO:0000045	816	19481698	4.37794
GO:0000046	75	19481698	5.41457
GO:0000048	5	20483283	6.61243
GO:0000049	129710	20483283	2.19843
GO:0000050	142	19481698	5.13734
GO:0000052	438	19481698	4.64815
GO:0000053	4	19481698	6.68757
GO:0000054	950	19481698	4.3119
GO:0000055	582	19481698	4.5247
GO:0000056	81	19481698	5.38114
GO:0000059	9	19481698	6.33538
GO:0000060	553	19481698	4.5469
GO:0000061	1	19481698	7.28963
GO:0000062	4064	20483283	3.70245
GO:0000064	1422	20483283	4.1585
GO:0000066	3	19481698	6.81251
GO:0000070	479	19481698	4.60929
GO:0000072	36	19481698	5.73332
GO:0000073	7	19481698	6.44453
GO:0000075	5576	19481698	3.5433
GO:0000076	288	19481698	4.83023
GO:0000077	3265	19481698	3.77574
GO:0000078	27	19481698	5.85826
GO:0000079	8045	19481698	3.3841
GO:0000080	186	19481698	5.02011
GO:0000082	1236	19481698	4.19761
GO:0000083	230	19481698	4.9279
GO:0000084	449	19481698	4.63738
GO:0000085	112	19481698	5.24041
GO:0000086	773	19481698	4.40145
GO:0000087	920	19481698	4.32584
GO:0000088	21	19481698	5.96741
GO:0000089	90	19481698	5.33538
GO:0000090	364	19481698	4.72853
GO:0000091	6	19481698	6.51148
GO:0000092	11	19481698	6.24823
GO:0000093	5	19481698	6.59066
GO:0000095	22	20483283	5.96898
GO:0000096	112564	19481698	2.23823
GO:0000097	98411	19481698	2.29658
GO:0000098	445	19481698	4.64127
GO:0000099	7743	20483283	3.42249
GO:0000100	2	20483283	7.01037
GO:0000101	10838	19481698	3.25468
GO:0000102	11	20483283	6.27001
GO:0000103	18547	19481698	3.02135
GO:0000104	18334	20483283	3.04814
GO:0000105	62938	19481698	2.49071
GO:0000107	11254	20483283	3.26009
GO:0000109	213	10883600	4.70839
GO:0000110	41	10883600	5.42399
GO:0000111	4	10883600	6.43471
GO:0000112	15	10883600	5.86068
GO:0000113	4	10883600	6.43471
GO:0000114	54	19481698	5.55723
GO:0000115	30	19481698	5.81251
GO:0000117	49	19481698	5.59943
GO:0000118	1439	10883600	3.87871
GO:0000120	79	10883600	5.13915
GO:0000121	2	20483283	7.01037
GO:0000122	11780	19481698	3.21848
GO:0000123	4705	10883600	3.36421
GO:0000124	632	10883600	4.23606
GO:0000125	68	10883600	5.20426
GO:0000126	15	10883600	5.86068
GO:0000127	137	10883600	4.90005
GO:0000128	172	19481698	5.0541
GO:0000131	122	10883600	4.95041
GO:0000132	839	19481698	4.36586
GO:0000133	14	10883600	5.89064
GO:0000135	4	19481698	6.68757
GO:0000136	43	10883600	5.4033
GO:0000137	99	10883600	5.04114
GO:0000138	96	10883600	5.0545
GO:0000139	11180	10883600	2.98833
GO:0000140	7	20483283	6.4663
GO:0000142	68	10883600	5.20426
GO:0000144	78	10883600	5.14468
GO:0000145	3064	10883600	3.55048
GO:0000146	287	20483283	4.85352
GO:0000147	64	19481698	5.48345
GO:0000148	891	10883600	4.08689
GO:0000149	1515	20483283	4.13099
GO:0000150	21896	20483283	2.97103
GO:0000151	12323	10883600	2.94606
GO:0000152	2571	10883600	3.62667
GO:0000153	80	10883600	5.13368
GO:0000154	64632	19481698	2.47918
GO:0000155	216837	20483283	1.97527
GO:0000156	263685	20483283	1.89031
GO:0000159	2438	10883600	3.64974
GO:0000160	447757	19481698	1.63858
GO:0000161	7	19481698	6.44453
GO:0000162	36080	19481698	2.73236
GO:0000164	223	10883600	4.68847
GO:0000165	6876	19481698	3.45229
GO:0000166	4096062	20483283	0.699033
GO:0000167	1	19481698	7.28963
GO:0000169	10	19481698	6.28963
GO:0000170	39	20483283	5.72034
GO:0000171	41	20483283	5.69862
GO:0000172	679	10883600	4.2049
GO:0000173	9	19481698	6.33538
GO:0000175	7995	20483283	3.40858
GO:0000176	461	10883600	4.37307
GO:0000177	144	10883600	4.87841
GO:0000178	2351	10883600	3.66552
GO:0000179	10769	20483283	3.27922
GO:0000182	122	20483283	5.22504
GO:0000183	212	19481698	4.96329
GO:0000184	1111	19481698	4.24391
GO:0000185	133	19481698	5.16578
GO:0000186	1577	19481698	4.09179
GO:0000187	2169	19481698	3.95337
GO:0000188	396	19481698	4.69193
GO:0000189	41	19481698	5.67684
GO:0000196	6	19481698	6.51148
GO:0000200	4	19481698	6.68757
GO:0000208	1	19481698	7.28963
GO:0000209	2708	19481698	3.85698
GO:0000210	2263	20483283	3.95672
GO:0000212	174	19481698	5.04908
GO:0000213	1089	20483283	4.27437
GO:0000214	289	10883600	4.57587
GO:0000215	12	20483283	6.23222
GO:0000217	485	20483283	4.62566
GO:0000220	951	10883600	4.05859
GO:0000221	654	10883600	4.22119
GO:0000224	51	20483283	5.60383
GO:0000225	87	20483283	5.37188
GO:0000226	12816	19481698	3.18187
GO:0000227	3	20483283	6.83428
GO:0000228	2525	10883600	3.63451
GO:0000229	280	10883600	4.58961
GO:0000234	112	20483283	5.26218
GO:0000235	107	10883600	5.00739
GO:0000236	143	19481698	5.13429
GO:0000237	21	19481698	5.96741
GO:0000238	17	19481698	6.05918
GO:0000239	148	19481698	5.11937
GO:0000240	17	19481698	6.05918
GO:0000242	588	10883600	4.2674
GO:0000243	303	10883600	4.55533
GO:0000244	488	19481698	4.60121
GO:0000245	527	19481698	4.56782
GO:0000246	38	20483283	5.73162
GO:0000247	395	20483283	4.7148
GO:0000248	35	20483283	5.76733
GO:0000249	39	20483283	5.72034
GO:0000250	34	20483283	5.77992
GO:0000252	7	20483283	6.4663
GO:0000253	42	20483283	5.68815
GO:0000254	63	20483283	5.51206
GO:0000255	6467	19481698	3.47892
GO:0000256	5658	19481698	3.53696
GO:0000257	528	20483283	4.58877
GO:0000262	198	10883600	4.74011
GO:0000266	393	19481698	4.69523
GO:0000268	506	20483283	4.60725
GO:0000270	194724	19481698	2.00021
GO:0000271	164142	19481698	2.07441
GO:0000272	25200	19481698	2.88823
GO:0000274	33	10883600	5.51826
GO:0000275	478	10883600	4.35734
GO:0000276	10631	10883600	3.0102
GO:0000277	17	20483283	6.08095
GO:0000278	1024	19481698	4.27933
GO:0000279	925	19481698	4.32348
GO:0000280	5588	19481698	3.54237
GO:0000281	436	19481698	4.65014
GO:0000282	279	19481698	4.84402
GO:0000285	72	20483283	5.45407
